Tipo esercizio storico,Insegna,Tipo via,Nome via,Civico,Codice via,ZD,Forma commercio,Forma commercio prev,Forma vendita,Settore storico,Superficie somministrazione,Isolato,Accesso
"ristorante, trattoria, osteria",hela kebab,VIA,PADOVA,80,2275,2,somministrazione,somministrazione,misto,"pizzeria;ristorante, trattoria, osteria",31, 336, accesso esterno
"ristorante, trattoria, osteria",kirmina di khalil ehab,VIA,ORTI,1,4031,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;pizzeria",25, 116,
"ristorante, trattoria, osteria",l angolo del pane snc,VIA,LOMAZZO PAOLO,6,7079,8,somministrazione,somministrazione,al banco,"ristorante, trattoria, osteria",53, 072, accesso esterno
"ristorante, trattoria, osteria",la pulperia,VIA,PIERO DELLA FRANCESCA,75,7188,8,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",25, 022, accesso esterno
"ristorante, trattoria, osteria",legend 54,VLE,FERMI ENRICO,98,1088,9,somministrazione,somministrazione,misto,"pizzeria;bar pasticc.gelat.crem.creper.;ristorante, trattoria, osteria;bar-caffe'",174,, accesso esterno
"ristorante, trattoria, osteria",mi da srl,VIA,MONTE SAN GENESIO,6,1299,9,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",256, 069, accesso esterno
"ristorante, trattoria, osteria",pane e vino,VIA,DEL TORCHIO,4,556,1,somministrazione,somministrazione,misto,"bar pasticc.gelat.crem.creper.;ristorante;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria",266, 336, accesso esterno
"ristorante, trattoria, osteria",ristorante al,VIA,SAN CALOCERO,3,5100,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",85, 218, accesso esterno
"ristorante, trattoria, osteria",ristorante kisen,VIA,MORA GIAN GIACOMO,9,594,1,somministrazione/minuto,somministrazione,al banco,"ristorante, trattoria, osteria;bar-caffe';ristorante;genere merceol.autorizz.sanit.",92, 220, accesso esterno
"ristorante, trattoria, osteria",ristorante kyto,VIA,VIGEVANO,8,5116,6,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",111, 056, accesso esterno
"ristorante, trattoria, osteria",yuma sushi restaurant bar,VIA,ROSSO MEDARDO,19,1145,9,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",41, 255, accesso esterno
"sale da ballo, locali notturni",,VIA, DEI MISSAGLIA,046/3,5321,5,somministrazione/minuto,somministrazione,misto,"elettr.automatici meccaniche;bar-caffe';sale da ballo, locali notturni;pizzeria;ristorante, trattoria, osteria;trattoria;giochi legge 388/2000",875, 071, accesso esterno
"sale da ballo, locali notturni",,VLE,PAPINIANO,59,5097,1,somministrazione,somministrazione,al banco,bar-caffe';disco-piano-americ.bar serali;tavola fredda;genere merceol.autorizz.sanit.,247, 059, accesso esterno
"sale da ballo, locali notturni",bar in sala da ballo,VIA,SCOGLIO DI QUARTO,2,5172,5,somministrazione,somministrazione,al banco,"tavola fredda;genere merceol.autorizz.sanit.;bar-caffe';sale da ballo, locali notturni",114, 093, accesso esterno
"sale da ballo, locali notturni",la banque,VIA,PORRONE BASSANO,6,110,1,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;ristorante;sale da ballo, locali notturni;ristorante, trattoria, osteria;bar-caffe'",399, 378, accesso esterno
spaccio bevande analcoliche,,PLE,NIZZA,3,1521,9,somministrazione/minuto,somministrazione,al banco,giochi legge 388/2000;spaccio bevande analcoliche;bar-caffe',28, 007, accesso esterno
spaccio bevande analcoliche,,PZA,EMILIA,4,3113,4,somministrazione,somministrazione,al banco,bar pasticc.gelat.crem.creper.;bar-caffe';spaccio bevande analcoliche;genere merceol.autorizz.sanit.,55, 248, accesso esterno
spaccio bevande analcoliche,,VIA,ALBANI FRANCESCO,42,6399,8,somministrazione,somministrazione,misto,gelateria;spaccio bevande analcoliche;bar pasticc.gelat.crem.creper.,18, 170,
spaccio bevande analcoliche,,VIA,ALCUINO,7,7165,8,somministrazione,somministrazione,misto,spaccio bevande analcoliche;tavola fredda,40, 348,
spaccio bevande analcoliche,,VIA,ASELLI GASPARE,41,3167,3,somministrazione,somministrazione,misto,spaccio bevande analcoliche,58, 161,
spaccio bevande analcoliche,,VIA,BAVENO,2,1516,9,somministrazione,somministrazione,misto,bar gastronomici e simili;spaccio bevande analcoliche;bar-caffe';bar pasticc.gelat.crem.creper.,77, 190,
spaccio bevande analcoliche,,VIA,BENELLI SEM,11,7497,8,somministrazione/minuto,minuto,al banco,spaccio bevande analcoliche,31, 064, accesso esterno
spaccio bevande analcoliche,,VIA,CESARIANO CESARE,8,7113,1,somministrazione/minuto,somministrazione,misto,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',17, 117, accesso esterno
spaccio bevande analcoliche,,VIA,CIARDI GUGLIELMO,25,6574,7,somministrazione/minuto,minuto,al banco,tavola fredda;bar-caffe',18, 239, accesso esterno
spaccio bevande analcoliche,,VIA,CORREGGIO,16,6287,7,somministrazione,somministrazione,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',54, 189, accesso esterno
spaccio bevande analcoliche,,VIA,CREMA,25,4061,5,somministrazione,somministrazione,misto,spaccio bevande analcoliche,39, 195,
spaccio bevande analcoliche,,VIA,DEGLI UMILIATI,9,3347,4,somministrazione/minuto,minuto,al banco,cibi cotti preconfezionati;tavola fredda;bar-caffe',17, 128, accesso esterno
spaccio bevande analcoliche,,VIA,DEI PANIGAROLA,2,4284,4,somministrazione/minuto,minuto,al banco,spaccio bevande analcoliche,16, 126, accesso esterno
spaccio bevande analcoliche,,VIA,DEL FUSARO,2,6258,7,somministrazione/minuto,minuto,al banco,bar-caffe';genere merceol.autorizz.sanit.,46, 262, accesso esterno
spaccio bevande analcoliche,,VIA,DE SANCTIS FRANCESCO,1,5322,5,somministrazione/minuto,minuto,al banco,spaccio bevande analcoliche,24, 021, accesso esterno
spaccio bevande analcoliche,,VIA,FARINI CARLO,38,1114,9,somministrazione,somministrazione,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda,31, 256, accesso esterno
spaccio bevande analcoliche,,VIA,FARINI CARLO,44,1114,9,somministrazione,somministrazione,al banco,spaccio bevande analcoliche;bar gastronomici e simili;genere merceol.autorizz.sanit.,53, 256, accesso esterno
spaccio bevande analcoliche,,VIA,FARINI CARLO,8,1114,9,somministrazione/minuto,minuto,misto,"cibi cotti;spaccio bevande analcoliche;ristorante, trattoria, osteria;pizzeria",40, 313, accesso esterno
spaccio bevande analcoliche,,VIA,GALLURA,2,4256,5,somministrazione/minuto,somministrazione,al banco,bar-caffe';spaccio bevande analcoliche,27, 041, accesso esterno
spaccio bevande analcoliche,,VIA,GAMBOLOITA,1,4160,4,somministrazione,somministrazione,al banco,bar-caffe';bar pasticc.gelat.crem.creper.;spaccio bevande analcoliche;genere merceol.autorizz.sanit.,19, 055, accesso esterno
spaccio bevande analcoliche,,VIA,GULLI TOMMASO,32,6634,7,somministrazione/minuto,minuto,al banco,genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.;gelateria;bar-caffe',32, 191, accesso esterno
spaccio bevande analcoliche,,VIA,INGANNI ANGELO,2,6672,6,somministrazione/minuto,minuto,al banco,"wine,birr.,pub enot.,caff.,the;spaccio bevande analcoliche",21, 131, accesso esterno
spaccio bevande analcoliche,,VIA,MAFFUCCI ANGIOLO,24,1276,9,somministrazione/minuto,minuto,al banco,tavola calda;bar-caffe';elettr.automatici meccaniche,32, 063, accesso esterno
spaccio bevande analcoliche,,VIA,MORGAGNI GIOVANNI BATTISTA,2,2158,3,somministrazione/minuto,somministrazione,al banco,"spaccio bevande analcoliche;wine,birr.,pub enot.,caff.,the",18, 086, accesso esterno
spaccio bevande analcoliche,,VIA,PADOVA,228,2275,2,somministrazione/minuto,minuto,al banco,bar pasticc.gelat.crem.creper.;spaccio bevande analcoliche,21, 232, accesso esterno
spaccio bevande analcoliche,,VIA,PAGANO MARIO,69,6186,7,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;spaccio bevande analcoliche,35, 200, accesso esterno
spaccio bevande analcoliche,,VIA,PARMIGIANINO,19,6599,7,somministrazione/minuto,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.,29, 208, accesso esterno
spaccio bevande analcoliche,,VIA,PIETRO DA CORTONA,13,3311,3,somministrazione/minuto,somministrazione,misto,bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.;giochi legge 388/2000,17, 189, accesso esterno
spaccio bevande analcoliche,,VIA,PISANI VITTOR,9,1201,2,somministrazione,somministrazione,al banco,tavola fredda;bar-caffe';cibi cotti preconfezionati;bar gastronomici e simili;genere merceol.autorizz.sanit.,44, 311, accesso esterno
spaccio bevande analcoliche,,VIA,PONTE SEVESO,22,1203,2,somministrazione/minuto,somministrazione,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.;bar-caffe',28, 202, accesso esterno
spaccio bevande analcoliche,,VIA,RASORI GIOVANNI,4,6190,7,somministrazione/minuto,minuto,al banco,elettr.automatici meccaniche;bar gastronomici e simili;bar-caffe',32, 201, accesso esterno
spaccio bevande analcoliche,,VIA,ROSMINI ANTONIO,6,7132,1,somministrazione/minuto,somministrazione,misto,bar gastronomici e simili;spaccio bevande analcoliche,25, 114, accesso esterno
spaccio bevande analcoliche,,VIA,ROTTA PAOLO,10,1587,9,somministrazione/minuto,minuto,al banco,pizzeria;spaccio bevande analcoliche;bar-caffe',26, 068, accesso esterno
spaccio bevande analcoliche,,VIA,RUGGERO DI LAURIA,15,7163,8,somministrazione,somministrazione,misto,spaccio bevande analcoliche,40, 339,
spaccio bevande analcoliche,,VIA,SAVONA,59,5122,6,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;bar-caffe',31, 031, accesso esterno
spaccio bevande analcoliche,,VIA,TABACCHI ODOARDO,1,5223,5,somministrazione/minuto,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;spaccio bevande analcoliche,18, 114, accesso esterno
spaccio bevande analcoliche,,VIA,TORRE CARLO,45,5271,6,somministrazione/minuto,somministrazione,al banco,bar gastronomici e simili;prodotti di gastronomia;genere merceol.autorizz.sanit.;bar-caffe',132, 067, accesso esterno
spaccio bevande analcoliche,,VIA,TORRICELLI EVANGELISTA,19,5240,5,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.;spaccio bevande analcoliche,54, 160, accesso esterno
spaccio bevande analcoliche,,VIA,VIGEVANO,33,5116,6,somministrazione/minuto,minuto,al banco,bar gastronomici e simili;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar-caffe';tavola fredda,30, 051, accesso esterno
spaccio bevande analcoliche,,VIA,WASHINGTON GIORGIO,107,6111,6,somministrazione,somministrazione,al tavolo,spaccio bevande analcoliche;elettr.automatici meccaniche,40, 004, accesso esterno
spaccio bevande analcoliche,,VLE,BLIGNY,64,4045,5,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;spaccio bevande analcoliche;bar-caffe',22, 108, accesso esterno
spaccio bevande analcoliche,,VLE,CORSICA,3,3262,4,somministrazione/minuto,somministrazione,al banco,spaccio bevande analcoliche,18, 254, accesso esterno
spaccio bevande analcoliche,,VLE,DE GASPERI ALCIDE,002/1,7482,8,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.,41, 024, accesso esterno
spaccio bevande analcoliche,,VLE,MONTE NERO,73,3062,1,somministrazione/minuto,minuto,al banco,spaccio bevande analcoliche,18, 042, accesso esterno
spaccio bevande analcoliche,,VLE,MONZA,114,2274,2,somministrazione/minuto,minuto,al banco,spaccio bevande analcoliche;bar-caffe',43, 258, accesso esterno
spaccio bevande analcoliche,,VLE,MONZA,58,2274,2,somministrazione/minuto,minuto,al banco,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;bar-caffe'",21, 324, accesso esterno
spaccio bevande analcoliche,,VLE,ORIONE DON LUIGI,14,2378,2,somministrazione/minuto,minuto,al banco,giochi legge 388/2000;bar-caffe';tavola fredda,24, 265, accesso esterno
spaccio bevande analcoliche,,VLE,SAN GIMIGNANO,10,6613,6,somministrazione,somministrazione,misto,spaccio bevande analcoliche,40, 072,
spaccio bevande analcoliche,,VLE,TESTI FULVIO,81,1441,9,somministrazione/minuto,somministrazione,al banco,bar-caffe';spaccio bevande analcoliche,24, 139, accesso esterno
spaccio bevande analcoliche,al salotto da fabrizio,VIA,ANGUISSOLA SOFONISBA,23,6609,7,somministrazione,somministrazione,al banco,bar-caffe';giochi legge 388/2000;bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola fredda,47, 016, accesso esterno
spaccio bevande analcoliche,bar,VIA,ORNATO LUIGI,74,1591,9,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe';bar gastronomici e simili,48, 015, accesso esterno
spaccio bevande analcoliche,bar anny,VIA,MARCHIONNI CARLOTTA,12,1658,9,somministrazione/minuto,minuto,al banco,bar-caffe';spaccio bevande analcoliche,29, 066, accesso esterno
spaccio bevande analcoliche,bar caffe,VIA,REMBRANDT,12,6618,7,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',25, 289, accesso esterno
spaccio bevande analcoliche,bar caffetteria,VIA,MONTEGANI LODOVICO,66,5330,5,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;bar gastronomici e simili;giochi legge 388/2000;tavola fredda;bar-caffe';spaccio bevande analcoliche,30, 042, accesso esterno
spaccio bevande analcoliche,bar caffetteria oasi,VIA,PESTALOZZI GIOVANNI ENRICO,2,5294,6,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;bar-caffe';spaccio bevande analcoliche,35, 004, accesso esterno
spaccio bevande analcoliche,bar latteria,VIA,PICCO MADRE ANNA EUGENIA,8,2386,2,somministrazione/minuto,minuto,al banco,elettr.automatici meccaniche;spaccio bevande analcoliche;bar-caffe',26, 267, accesso esterno
spaccio bevande analcoliche,bar latteria,VIA,VAL TROMPIA,15,7494,8,somministrazione/minuto,minuto,al banco,spaccio bevande analcoliche;bar-caffe';genere merceol.autorizz.sanit.,20, 027, accesso esterno
spaccio bevande analcoliche,bar latteria tavola fredd,VIA,BOLZANO,23,2312,2,somministrazione/minuto,somministrazione,misto,"bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;ristorante, trattoria, osteria;ristorante",36, 309, accesso esterno
spaccio bevande analcoliche,bottega del caffe,VIA,CALVAIRATE,1,3225,4,somministrazione,somministrazione,misto,bar gastronomici e simili,30, 085, accesso esterno
spaccio bevande analcoliche,caffe  sudan,VIA, ROMILLI ARCIVESCOVO,7,4151,4,somministrazione/minuto,somministrazione,al banco,elettr.automatici meccaniche;spaccio bevande analcoliche;bar-caffe',36, 116, accesso esterno
spaccio bevande analcoliche,caffetteria latteria,VIA,PIANELL SALVATORE,63,1426,9,somministrazione,somministrazione,misto,bar gastronomici e simili;bar pasticc.gelat.crem.creper.;bar-caffe';spaccio bevande analcoliche;genere merceol.autorizz.sanit.,38, 138, accesso esterno
spaccio bevande analcoliche,degustazione pacini,VIA,PACINI GIOVANNI,37,2571,3,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;spaccio bevande analcoliche,37, 055, accesso esterno
spaccio bevande analcoliche,f.lli freni pasticceria s,VIA,MAZZINI GIUSEPPE,2,516,1,somministrazione/minuto,minuto,al banco,bar pasticc.gelat.crem.creper.;bar-caffe';genere merceol.autorizz.sanit.,32,, accesso esterno
spaccio bevande analcoliche,frullateria gelateria,VIA,BRUNICO,005,2445,2,somministrazione,somministrazione,misto,cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.;tavola fredda,45, 030, accesso esterno
spaccio bevande analcoliche,garbagnati,VIA,DANTE ALIGHIERI,14,612,1,somministrazione,somministrazione,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.,55, 370, accesso esterno
spaccio bevande analcoliche,gelat.caffet.salsa bachat,PZA,FUSINA ANDREA,2,3300,3,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;spaccio bevande analcoliche;bar pasticc.gelat.crem.creper.;bar-caffe',25, 196, accesso esterno
spaccio bevande analcoliche,gelateria colonna,VIA,VEGLIA,49,1337,9,somministrazione,somministrazione,misto,spaccio bevande analcoliche;tavola fredda;genere merceol.autorizz.sanit.,30, 081, accesso esterno
spaccio bevande analcoliche,il gelato di gaia,VIA,PASCOLI GIOVANNI,56,3132,3,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.,33, 119, accesso esterno
spaccio bevande analcoliche,latteria,VIA,BARABINO NICOLO',3,4287,4,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;spaccio bevande analcoliche,22, 136, accesso esterno
spaccio bevande analcoliche,latteria,VIA,PRIMATICCIO FRANCESCO,2,6646,6,somministrazione,somministrazione,al banco,bar pasticc.gelat.crem.creper.;genere merceol.autorizz.sanit.;lett. giochi leciti e societa';spaccio bevande analcoliche,37, 120, accesso esterno
spaccio bevande analcoliche,l incontro bar caffe,VIA,VARANINI LUIGI,16,2288,2,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;bar-caffe';bar gastronomici e simili;spaccio bevande analcoliche,52, 322, accesso esterno
spaccio bevande analcoliche,l offerta,VIA,DEGLI IMBRIANI,29,1266,9,somministrazione,minuto,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.;tavola fredda,13, 078, accesso esterno
spaccio bevande analcoliche,mundial pizza,VIA,BOTTESINI GIOVANNI,7,2567,3,somministrazione,somministrazione,al banco,spaccio bevande analcoliche,17, 060, accesso esterno
spaccio bevande analcoliche,namura pasticceria natura,VIA,CASTELVETRO LODOVICO,16,7195,8,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.,33, 048, accesso esterno
spaccio bevande analcoliche,pasticceria,VIA,FERRUCCI FRANCESCO,11,7150,8,somministrazione,somministrazione,al banco,gelateria;bar-caffe';bar pasticc.gelat.crem.creper.;genere merceol.autorizz.sanit.;tavola fredda,29,, accesso esterno
spaccio bevande analcoliche,pasticceria motta g.,VIA,CISLAGHI LUIGI,2,2474,2,somministrazione/minuto,minuto,misto,genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.;spaccio bevande analcoliche,52, 352, accesso esterno
spaccio bevande analcoliche,pasticceria renato,VIA,BARDELLI GIUSEPPE,11,2578,3,somministrazione/minuto,somministrazione,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.,30, 076, accesso esterno
spaccio bevande analcoliche,pasticceria s.carlo,VIA,BANDELLO MATTEO,1,6214,1,somministrazione,somministrazione,al banco,spaccio bevande analcoliche;genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.;bar-caffe',28, 144, accesso esterno
spaccio bevande analcoliche,re salomone bar caffe,VIA,WASHINGTON GIORGIO,9,6111,7,somministrazione,somministrazione,al banco,"bar-caffe';tavola fredda;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria",45, 229, accesso esterno
spaccio bevande analcoliche,sailing ship,VLE,ISONZO,4,4211,5,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili,55, 200, accesso esterno
spaccio bevande analcoliche,tixi,CSO,DI PORTA TICINESE,76,541,1,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;bar pasticc.gelat.crem.creper.;genere merceol.autorizz.sanit.,48, 216, accesso esterno
spaccio bevande analcoliche,torta sovrana,CSO,LODI,24,4068,5,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;gelateria;tavola fredda;spaccio bevande analcoliche,25, 198, accesso esterno
"tav.calde,self service,fast f.",,PLE,SELINUNTE,6,6566,7,somministrazione,somministrazione,misto,"pizzeria;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;tavola calda",28, 249,
"tav.calde,self service,fast f.",,VIA,ARESE FRANCESCO,21,1186,9,somministrazione,somministrazione,misto,"bar-caffe';tav.calde,self service,fast f.",59, 213,
"tav.calde,self service,fast f.",,VIA,BATTISTI CESARE,21,3019,1,somministrazione,somministrazione,misto,"bar-caffe';tav.calde,self service,fast f.",43, 196,
"tav.calde,self service,fast f.",,VIA,CANONICA LUIGI,59,7121,1,somministrazione,somministrazione,misto,"pizzeria;tav.calde,self service,fast f.;bar gastronomici e simili",22, 107,
"tav.calde,self service,fast f.",,VIA,FARINI CARLO,81,1114,9,somministrazione,somministrazione,misto,"wine,birr.,pub enot.,caff.,the;ristorante, trattoria, osteria;tav.calde,self service,fast f.;disco-piano-americ.bar serali;bar-caffe';pizzeria",261, 153, accesso esterno
"tav.calde,self service,fast f.",,VIA,LOMBROSO CESARE,54,3334,4,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.",13, 091,
"tav.calde,self service,fast f.",,VIA,REMBRANDT,68,6618,7,somministrazione,somministrazione,misto,"bar-caffe';tav.calde,self service,fast f.;bar pasticc.gelat.crem.creper.",64, 278,
"tav.calde,self service,fast f.",,VIA,SOLFERINO,41,1028,1,somministrazione,somministrazione,misto,"disco-piano-americ.bar serali;wine,birr.,pub enot.,caff.,the;bar gastronomici e simili;bar-caffe';tav.calde,self service,fast f.",200, 006, accesso esterno
"tav.calde,self service,fast f.",,VIA, VENINI GIULIO E CORRADO,014/a,2230,2,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.",54,, accesso esterno
"tav.calde,self service,fast f.",pescheria spadari,VIA,HUGO VICTOR,3,548,1,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.",25, 438, accesso esterno
tavola calda,,CSO,DI PORTA TICINESE,70,541,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;tavola calda;genere merceol.autorizz.sanit.",119, 216, accesso esterno
tavola calda,,CSO,ITALIA,16,526,1,somministrazione,somministrazione,al banco,"tavola calda;genere merceol.autorizz.sanit.;tav.calde,self service,fast f.",49, 331, accesso esterno
tavola calda,,CSO,LODI,112,4068,4,somministrazione,somministrazione,misto,"tavola calda;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.",21, 052, accesso esterno
tavola calda,,CSO,LODI,11,4068,4,somministrazione,somministrazione,al tavolo,"pizzeria;ristorante, trattoria, osteria;cibi cotti preconfezionati;tavola calda;genere merceol.autorizz.sanit.;tavola fredda;bar-caffe'",79, 170, accesso esterno
tavola calda,,CSO,VENTIDUE MARZO,42,3074,4,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;trattoria,97, 260, accesso esterno
tavola calda,,PLE,MARTINI FERDINANDO,10,3219,4,somministrazione,somministrazione,misto,tavola calda;genere merceol.autorizz.sanit.;bar-caffe',70, 078, accesso esterno
tavola calda,,VIA,AMEDEI,5,529,1,somministrazione,somministrazione,misto,tavola calda;bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili,100, 426, accesso esterno
tavola calda,,VIA,BRAMANTE,20,7123,1,somministrazione,somministrazione,misto,"bar-caffe';tavola calda;genere merceol.autorizz.sanit.;bar gastronomici e simili;ristorante, trattoria, osteria",72, 120, accesso esterno
tavola calda,,VIA,CALVAIRATE,1,3225,4,somministrazione,somministrazione,misto,"pizzeria;genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria;bar-caffe'",97, 085,
tavola calda,,VIA,CANONICA LUIGI,77,7121,8,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria",37, 104, accesso esterno
tavola calda,,VIA,CARDUCCI GIOSUE',13,602,1,somministrazione,somministrazione,misto,"bar-caffe';tavola calda;genere merceol.autorizz.sanit.;tav.calde,self service,fast f.",166, 282, accesso esterno
tavola calda,,VIA,CHIASSERINI DANTE,16,7332,9,somministrazione,somministrazione,al tavolo,"ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.;tavola calda",87, 167, accesso esterno
tavola calda,,VIA,CONFALONIERI FEDERICO,5,1125,9,somministrazione,somministrazione,al tavolo,"tavola calda;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",60, 281, accesso esterno
tavola calda,,VIA,DELLA MOSCOVA,58,1016,1,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;pizzeria;tavola calda;ristorante, trattoria, osteria",100, 085, accesso esterno
tavola calda,,VIA,DONIZETTI GAETANO,4,3030,1,somministrazione,somministrazione,misto,"tavola calda;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;bar-caffe';pizzeria",92, 032, accesso esterno
tavola calda,,VIA,EUSTACHI BARTOLOMEO,17,2165,3,somministrazione,somministrazione,al banco,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",37, 090, accesso esterno
tavola calda,,VIA,F.LLI BEOLCHI,2,6738,8,somministrazione,somministrazione,al tavolo,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;pizzeria;tavola calda;bar-caffe'",103, 036, accesso esterno
tavola calda,,VIA,FRIULI,46,3199,4,somministrazione,somministrazione,al banco,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",44, 118, accesso esterno
tavola calda,,VIA,IMPERIA,20,5266,6,somministrazione/minuto,somministrazione,misto,"tav.calde,self service,fast f.;bar-caffe';pizzeria",95, 022, accesso esterno
tavola calda,,VIA,LONDONIO FRANCESCO,18,7134,8,somministrazione,somministrazione,misto,"bar-caffe';tavola calda;ristorante, trattoria, osteria",98, 103,
tavola calda,,VIA,LULLI GIOVANNI,32,2253,3,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';tavola calda;tavola fredda;ristorante, trattoria, osteria",62, 007, accesso esterno
tavola calda,,VIA,MONTE NAPOLEONE,12,219,1,somministrazione,somministrazione,misto,tavola calda;ristorante;genere merceol.autorizz.sanit.;bar-caffe',96, 260, accesso interno
tavola calda,,VIA,MORGHEN RAFFAELLO,23,1462,9,somministrazione,somministrazione,al tavolo,"genere merceol.autorizz.sanit.;tavola calda;bar-caffe';ristorante, trattoria, osteria",57, 011, accesso esterno
tavola calda,,VIA,PALMA JACOPO,4,6605,7,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;tav.calde,self service,fast f.;tavola calda;bar-caffe';tavola fredda",64, 010, accesso esterno
tavola calda,,VIA,PIERLUIGI GIOVANNI DA PALESTRINA,40,2235,2,somministrazione/minuto,somministrazione,misto,bar-caffe';pizzeria;tavola fredda;tavola calda;cibi cotti preconfezionati,101, 001, accesso esterno
tavola calda,,VIA,PRIMATICCIO FRANCESCO,154,6646,6,somministrazione,somministrazione,misto,"tavola calda;genere merceol.autorizz.sanit.;tavola fredda;bar-caffe';tav.calde,self service,fast f.",75, 036, accesso esterno
tavola calda,,VIA,ROMEO NICOLA,3,5479,5,somministrazione,somministrazione,misto,"prodotti di gastronomia;bar-caffe';ristorante, trattoria, osteria;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;tavola calda",116, 077,
tavola calda,,VIA,SAVONA,11,5122,6,somministrazione,somministrazione,misto,"tavola calda;bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",89, 035, accesso esterno
tavola calda,,VIA,SAVONA,86,5122,6,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;tavola calda;tav.calde,self service,fast f.",39, 165, accesso esterno
tavola calda,,VIA,STAZIO CECILIO,18,2280,2,somministrazione,somministrazione,al tavolo,"tavola calda;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",66, 351, accesso esterno
tavola calda,,VIA,TEODOSIO,56,2550,3,somministrazione/minuto,minuto,al banco,bar pasticc.gelat.crem.creper.;bar-caffe',36, 018, accesso esterno
